model,sample_size,solver,OLS_error_quad,error_quad,fo_value,time,time_process,n_betas,status,tau,kappa,lambda,alpha,theta
CG_LASSO_SOC2,1000,MOSEK,0.07399280178672782,1776.2339980540737,3223.6875068932113,1.0017526547114055,1.0763020833333334,3,converged,2468.491195582154,2468.491195582154,2468.491195582154,1.0,0.07399280178672782
CG_LASSO_SOC1_v2,1000,MOSEK,0.07399280178672782,1776.2399442869942,3223.6874992679705,0.009640343983968099,0.044270833333333336,4,converged,2468.491195582154,2468.491195582154,2468.491195582154,1.0,0.07399280178672782
CG_LASSO_SOC2,1000,MOSEK,0.07399280178672782,1.403907805711135,29.702987331559765,1.5292749842007956,1.68984375,55,converged,13.514828143450181,13.514828143450181,13.514828143450181,1.0,0.07399280178672782
CG_LASSO_SOC1_v2,1000,MOSEK,0.07399280178672782,1.4039121318230736,29.702988836542442,0.05534414052963257,0.17526041666666667,54,converged,13.514828143450181,13.514828143450181,13.514828143450181,1.0,0.07399280178672782
CG_LASSO_SOC2,1000,MOSEK,0.07399280178672782,0.5240902243690081,2.8715005644812397,4.678412397702535,4.829166666666667,107,converged,1.0,1.0,1.0,1.0,0.07399280178672782
CG_LASSO_SOC1_v2,1000,MOSEK,0.07399280178672782,0.5240796690717409,2.8715009540843326,0.1173571268717448,0.3072916666666667,109,converged,1.0,1.0,1.0,1.0,0.07399280178672782
CG_LASSO_SOC2,1000,MOSEK,0.07399280178672782,0.1687043572107824,0.4391191593150471,3.766210901737213,4.079166666666667,241,converged,0.07399280178672782,0.07399280178672782,0.07399280178672782,1.0,0.07399280178672782
CG_LASSO_SOC1_v2,1000,MOSEK,0.07399280178672782,0.16870308653065125,0.43911921055374836,0.2776378353436788,0.58046875,242,converged,0.07399280178672782,0.07399280178672782,0.07399280178672782,1.0,0.07399280178672782
CG_LASSO_SOC2 ,1000,MOSEK,0.07399280178672782,0.07406631973609903,0.07825736444129014,6.897346866130829,7.670833333333333,535,converged,0.0004051057592547605,0.0004051057592547605,0.0004051057592547605,1.0,0.07399280178672782
CG_LASSO_SOC1_v2,1000,MOSEK,0.07399280178672782,0.07406636606278379,0.0782573116100238,0.9596689263979594,1.490625,535,converged,0.0004051057592547605,0.0004051057592547605,0.0004051057592547605,1.0,0.07399280178672782
