model,n_row,m_col,solver,OLS_error_quad,error_quad,fo_value,time,time_process,k_iter,k_v_iter,n_betas,status,tau,kappa,lambda,alpha,theta,tau_exp
CG_LASSO_SOC1_v2,10000,1000,MOSEK,4.699208925985124,4370.381814649957,8832.468505304245,1.0103008468945822,2.8481770833333333,74,0,135,converged,4699.208925985124,4699.208925985124,4699.208925985124,1.0,4.699208925985124,-1
